YEAR,STATE,COUNTY,PARTY,VOTES
2024,MO,Howard County,Democratic,1341
2024,MO,Howell County,Republican,15733
2024,MO,Howell County,Democratic,3073
2024,MO,Iron County,Republican,3644
2024,MO,Iron County,Democratic,824
2024,MO,Jackson County,Republican,99385
2024,MO,Jackson County,Democratic,91366
2024,MO,Jasper County,Republican,39084
2024,MO,Jasper County,Democratic,13943
2024,MO,Jefferson County,Republican,80796
2024,MO,Jefferson County,Democratic,36965
2024,MO,Johnson County,Republican,16298
2024,MO,Johnson County,Democratic,6960
2024,MO,Knox County,Republican,1479
2024,MO,Knox County,Democratic,311
2024,MO,Laclede County,Republican,14155
2024,MO,Laclede County,Democratic,2756
2024,MO,Lafayette County,Republican,12720
2024,MO,Lafayette County,Democratic,4294
2024,MO,Lawrence County,Republican,15001
2024,MO,Lawrence County,Democratic,3248
2024,MO,Lewis County,Republican,3565
2024,MO,Lewis County,Democratic,872
2024,MO,Lincoln County,Republican,24866
2024,MO,Lincoln County,Democratic,6908
2024,MO,Linn County,Republican,4437
2024,MO,Linn County,Democratic,1183
2024,MO,Livingston County,Republican,5395
2024,MO,Livingston County,Democratic,1422
2024,MO,Macon County,Republican,6300
2024,MO,Macon County,Democratic,1481
2024,MO,Madison County,Republican,4721
2024,MO,Madison County,Democratic,986
2024,MO,Maries County,Republican,3987
2024,MO,Maries County,Democratic,755
2024,MO,Marion County,Republican,9991
2024,MO,Marion County,Democratic,3032
2024,MO,McDonald County,Republican,7843
2024,MO,McDonald County,Democratic,1423
2024,MO,Mercer County,Republican,1545
2024,MO,Mercer County,Democratic,235
2024,MO,Miller County,Republican,10826
2024,MO,Miller County,Democratic,2067
2024,MO,Mississippi County,Republican,3404
2024,MO,Mississippi County,Democratic,1015
2024,MO,Moniteau County,Republican,5877
2024,MO,Moniteau County,Democratic,1313
2024,MO,Monroe County,Republican,3476
2024,MO,Monroe County,Democratic,857
2024,MO,Montgomery County,Republican,4776
2024,MO,Montgomery County,Democratic,1170
2024,MO,Morgan County,Republican,7725
2024,MO,Morgan County,Democratic,1914
2024,MO,New Madrid County,Republican,5203
2024,MO,New Madrid County,Democratic,1561
2024,MO,Newton County,Republican,22923
2024,MO,Newton County,Democratic,5867
2024,MO,Nodaway County,Republican,6909
2024,MO,Nodaway County,Democratic,2674
2024,MO,Oregon County,Republican,3884
2024,MO,Oregon County,Democratic,696
2024,MO,Osage County,Republican,6657
2024,MO,Osage County,Democratic,1009
2024,MO,Ozark County,Republican,4044
2024,MO,Ozark County,Democratic,698
2024,MO,Pemiscot County,Republican,3917
2024,MO,Pemiscot County,Democratic,1331
2024,MO,Perry County,Republican,7986
2024,MO,Perry County,Democratic,1757
2024,MO,Pettis County,Republican,13907
2024,MO,Pettis County,Democratic,4703
2024,MO,Phelps County,Republican,13658
2024,MO,Phelps County,Democratic,5379
2024,MO,Pike County,Republican,6151
2024,MO,Pike County,Democratic,1618
2024,MO,Platte County,Republican,29381
2024,MO,Platte County,Democratic,27566
2024,MO,Polk County,Republican,12691
2024,MO,Polk County,Democratic,2948
2024,MO,Pulaski County,Republican,11579
2024,MO,Pulaski County,Democratic,3765
2024,MO,Putnam County,Republican,2021
2024,MO,Putnam County,Democratic,347
2024,MO,Ralls County,Republican,4575
2024,MO,Ralls County,Democratic,1154
2024,MO,Randolph County,Republican,8322
2024,MO,Randolph County,Democratic,2571
2024,MO,Ray County,Republican,8602
2024,MO,Ray County,Democratic,2927
2024,MO,Reynolds County,Republican,2560
2024,MO,Reynolds County,Democratic,472
2024,MO,Ripley County,Republican,5002
2024,MO,Ripley County,Democratic,763
2024,MO,Saline County,Republican,6498
2024,MO,Saline County,Democratic,2726
2024,MO,Schuyler County,Republican,1588
2024,MO,Schuyler County,Democratic,334
2024,MO,Scotland County,Republican,1537
2024,MO,Scotland County,Democratic,358
2024,MO,Scott County,Republican,13786
2024,MO,Scott County,Democratic,3525
2024,MO,Shannon County,Republican,3364
2024,MO,Shannon County,Democratic,625
2024,MO,Shelby County,Republican,2691
2024,MO,Shelby County,Democratic,550
2024,MO,St. Charles County,Republican,130588
2024,MO,St. Charles County,Democratic,92226
2024,MO,St. Clair County,Republican,3982
2024,MO,St. Clair County,Democratic,959
2024,MO,St. Francois County,Republican,21521
2024,MO,St. Francois County,Democratic,6811
2024,MO,St. Louis County,Republican,187982
2024,MO,St. Louis County,Democratic,305635
2024,MO,St. Louis City,Republican,19342
2024,MO,St. Louis City,Democratic,94458
2024,MO,Ste. Genevieve County,Republican,7031
2024,MO,Ste. Genevieve County,Democratic,2629
2024,MO,Stoddard County,Republican,11783
2024,MO,Stoddard County,Democratic,1736
2024,MO,Stone County,Republican,15357
2024,MO,Stone County,Democratic,3620
2024,MO,Sullivan County,Republican,2035
2024,MO,Sullivan County,Democratic,408
2024,MO,Taney County,Republican,21236
2024,MO,Taney County,Democratic,5329
2024,MO,Texas County,Republican,9855
2024,MO,Texas County,Democratic,1589
2024,MO,Vernon County,Republican,7112
2024,MO,Vernon County,Democratic,1774
2024,MO,Warren County,Republican,14915
2024,MO,Warren County,Democratic,4970
2024,MO,Washington County,Republican,8424
2024,MO,Washington County,Democratic,1747
2024,MO,Wayne County,Republican,5030
2024,MO,Wayne County,Democratic,783
2024,MO,Webster County,Republican,15984
2024,MO,Webster County,Democratic,3653
2024,MO,Worth County,Republican,904
2024,MO,Worth County,Democratic,190
2024,MO,Wright County,Republican,7850
2024,MO,Wright County,Democratic,1057
2024,MS,Adams County,Republican,5081
2024,MS,Adams County,Democratic,6743
2024,MS,Alcorn County,Republican,12657
2024,MS,Alcorn County,Democratic,2328
2024,MS,Amite County,Republican,4484
2024,MS,Amite County,Democratic,2246
2024,MS,Attala County,Republican,4723
2024,MS,Attala County,Democratic,2930
2024,MS,Benton County,Republican,2535
2024,MS,Benton County,Democratic,1318
2024,MS,Bolivar County,Republican,3943
2024,MS,Bolivar County,Democratic,6419
2024,MS,Calhoun County,Republican,4443
2024,MS,Calhoun County,Democratic,1547
2024,MS,Carroll County,Republican,3730
2024,MS,Carroll County,Democratic,1431
2024,MS,Chickasaw County,Republican,4079
2024,MS,Chickasaw County,Democratic,3090
2024,MS,Choctaw County,Republican,2881
2024,MS,Choctaw County,Democratic,965
2024,MS,Claiborne County,Republican,558
2024,MS,Claiborne County,Democratic,2950
2024,MS,Clarke County,Republican,5093
2024,MS,Clarke County,Democratic,2430
2024,MS,Clay County,Republican,4017
2024,MS,Clay County,Democratic,4960
2024,MS,Coahoma County,Republican,2008
2024,MS,Coahoma County,Democratic,4711
2024,MS,Copiah County,Republican,6134
2024,MS,Copiah County,Democratic,5426
2024,MS,Covington County,Republican,5869
2024,MS,Covington County,Democratic,2921
2024,MS,DeSoto County,Republican,48064
2024,MS,DeSoto County,Democratic,29023
2024,MS,Forrest County,Republican,16579
2024,MS,Forrest County,Democratic,11475
2024,MS,Franklin County,Republican,2831
2024,MS,Franklin County,Democratic,1213
2024,MS,George County,Republican,9858
2024,MS,George County,Democratic,1138
2024,MS,Greene County,Republican,4776
2024,MS,Greene County,Democratic,835
2024,MS,Grenada County,Republican,5651
2024,MS,Grenada County,Democratic,4060
2024,MS,Hancock County,Republican,16684
2024,MS,Hancock County,Democratic,4262
2024,MS,Harrison County,Republican,48497
2024,MS,Harrison County,Democratic,26555
2024,MS,Hinds County,Republican,22816
2024,MS,Hinds County,Democratic,62840
2024,MS,Holmes County,Republican,1243
2024,MS,Holmes County,Democratic,5420
2024,MS,Humphreys County,Republican,990
2024,MS,Humphreys County,Democratic,2443
2024,MS,Issaquena County,Republican,296
2024,MS,Issaquena County,Democratic,287
2024,MS,Itawamba County,Republican,9523
2024,MS,Itawamba County,Democratic,1027
2024,MS,Jackson County,Republican,36376
2024,MS,Jackson County,Democratic,15469
2024,MS,Jasper County,Republican,4118
2024,MS,Jasper County,Democratic,3722
2024,MS,Jefferson County,Republican,541
2024,MS,Jefferson County,Democratic,2727
2024,MS,Jefferson Davis County,Republican,2302
2024,MS,Jefferson Davis County,Democratic,3041
2024,MS,Jones County,Republican,20265
2024,MS,Jones County,Democratic,7272
2024,MS,Kemper County,Republican,1691
2024,MS,Kemper County,Democratic,2381
2024,MS,Lafayette County,Republican,14050
2024,MS,Lafayette County,Democratic,8956
2024,MS,Lamar County,Republican,20775
2024,MS,Lamar County,Democratic,7038
2024,MS,Lauderdale County,Republican,16487
2024,MS,Lauderdale County,Democratic,10677
2024,MS,Lawrence County,Republican,4113
2024,MS,Lawrence County,Democratic,1899
2024,MS,Leake County,Republican,5143
2024,MS,Leake County,Democratic,3182
2024,MS,Lee County,Republican,24339
2024,MS,Lee County,Democratic,10616
2024,MS,Leflore County,Republican,2854
2024,MS,Leflore County,Democratic,6476
2024,MS,Lincoln County,Republican,11432
2024,MS,Lincoln County,Democratic,4262
2024,MS,Lowndes County,Republican,13087
2024,MS,Lowndes County,Democratic,11096
2024,MS,Madison County,Republican,32333
2024,MS,Madison County,Democratic,22700
2024,MS,Marion County,Republican,7874
2024,MS,Marion County,Democratic,3215
2024,MS,Marshall County,Republican,7977
2024,MS,Marshall County,Democratic,6888
2024,MS,Monroe County,Republican,10861
2024,MS,Monroe County,Democratic,5090
2024,MS,Montgomery County,Republican,2658
2024,MS,Montgomery County,Democratic,1737
2024,MS,Neshoba County,Republican,8154
2024,MS,Neshoba County,Democratic,2622
2024,MS,Newton County,Republican,6641
2024,MS,Newton County,Democratic,2603
2024,MS,Noxubee County,Republican,1151
2024,MS,Noxubee County,Democratic,3269
2024,MS,Oktibbeha County,Republican,8901
2024,MS,Oktibbeha County,Democratic,8851
2024,MS,Panola County,Republican,8202
2024,MS,Panola County,Democratic,6061
2024,MS,Pearl River County,Republican,20438
2024,MS,Pearl River County,Democratic,3982
2024,MS,Perry County,Republican,4425
2024,MS,Perry County,Democratic,1078
2024,MS,Pike County,Republican,6504
2024,MS,Pike County,Democratic,6091
2024,MS,Pontotoc County,Republican,11740
2024,MS,Pontotoc County,Democratic,2214
2024,MS,Prentiss County,Republican,8581
2024,MS,Prentiss County,Democratic,1727
2024,MS,Quitman County,Republican,902
2024,MS,Quitman County,Democratic,1725
2024,MS,Rankin County,Republican,50896
2024,MS,Rankin County,Democratic,18060
2024,MS,Scott County,Republican,6098
2024,MS,Scott County,Democratic,3729
2024,MS,Sharkey County,Republican,551
2024,MS,Sharkey County,Democratic,1201
2024,MS,Simpson County,Republican,7552
2024,MS,Simpson County,Democratic,3479
2024,MS,Smith County,Republican,6146
2024,MS,Smith County,Democratic,1486
2024,MS,Stone County,Republican,6214
2024,MS,Stone County,Democratic,1620
2024,MS,Sunflower County,Republican,2515
2024,MS,Sunflower County,Democratic,5312
2024,MS,Tallahatchie County,Republican,2333
2024,MS,Tallahatchie County,Democratic,2630
2024,MS,Tate County,Republican,9185
2024,MS,Tate County,Democratic,3555
2024,MS,Tippah County,Republican,7984
2024,MS,Tippah County,Democratic,1547
2024,MS,Tishomingo County,Republican,8064
2024,MS,Tishomingo County,Democratic,921
2024,MS,Tunica County,Republican,799
2024,MS,Tunica County,Democratic,1837
2024,MS,Union County,Republican,10559
2024,MS,Union County,Democratic,1807
2024,MS,Walthall County,Republican,4114
2024,MS,Walthall County,Democratic,2355
2024,MS,Warren County,Republican,9407
2024,MS,Warren County,Democratic,8683
2024,MS,Washington County,Republican,4649
2024,MS,Washington County,Democratic,9735
2024,MS,Wayne County,Republican,6013
2024,MS,Wayne County,Democratic,3028
2024,MS,Webster County,Republican,4195
2024,MS,Webster County,Democratic,872
2024,MS,Wilkinson County,Republican,1075
2024,MS,Wilkinson County,Democratic,1817
2024,MS,Winston County,Republican,4922
2024,MS,Winston County,Democratic,3392
2024,MS,Yalobusha County,Republican,3518
2024,MS,Yalobusha County,Democratic,2289
2024,MS,Yazoo County,Republican,4558
2024,MS,Yazoo County,Democratic,4342
2024,MT,Beaverhead County,Republican,4058
2024,MT,Beaverhead County,Democratic,1543
2024,MT,Big Horn County,Republican,2188
2024,MT,Big Horn County,Democratic,2112
2024,MT,Blaine County,Republican,1526
2024,MT,Blaine County,Democratic,1348
2024,MT,Broadwater County,Republican,3770
2024,MT,Broadwater County,Democratic,885
2024,MT,Carbon County,Republican,4719
2024,MT,Carbon County,Democratic,2353
2024,MT,Carter County,Republican,760
2024,MT,Carter County,Democratic,75
2024,MT,Cascade County,Republican,22419
2024,MT,Cascade County,Democratic,14021
2024,MT,Chouteau County,Republican,1885
2024,MT,Chouteau County,Democratic,940
2024,MT,Custer County,Republican,4208
2024,MT,Custer County,Democratic,1385
2024,MT,Daniels County,Republican,778
2024,MT,Daniels County,Democratic,154
2024,MT,Dawson County,Republican,3627
2024,MT,Dawson County,Democratic,894
2024,MT,Deer Lodge County,Republican,2329
2024,MT,Deer Lodge County,Democratic,2376
2024,MT,Fallon County,Republican,1303
2024,MT,Fallon County,Democratic,163
2024,MT,Fergus County,Republican,4965
2024,MT,Fergus County,Democratic,1522
2024,MT,Flathead County,Republican,41390
2024,MT,Flathead County,Democratic,20062
2024,MT,Gallatin County,Republican,32695
2024,MT,Gallatin County,Democratic,34938
2024,MT,Garfield County,Republican,756
2024,MT,Garfield County,Democratic,39
2024,MT,Glacier County,Republican,1939
2024,MT,Glacier County,Democratic,2933
2024,MT,Golden Valley County,Republican,440
2024,MT,Golden Valley County,Democratic,67
2024,MT,Granite County,Republican,1537
2024,MT,Granite County,Democratic,579
2024,MT,Hill County,Republican,3871
2024,MT,Hill County,Democratic,2634
2024,MT,Jefferson County,Republican,5544
2024,MT,Jefferson County,Democratic,2516
2024,MT,Judith Basin County,Republican,1051
2024,MT,Judith Basin County,Democratic,265
2024,MT,Lake County,Republican,9880
2024,MT,Lake County,Democratic,6510
2024,MT,Lewis and Clark County,Republican,21479
2024,MT,Lewis and Clark County,Democratic,19085
2024,MT,Liberty County,Republican,752
2024,MT,Liberty County,Democratic,214
2024,MT,Lincoln County,Republican,8909
2024,MT,Lincoln County,Democratic,2615
2024,MT,Madison County,Republican,4615
2024,MT,Madison County,Democratic,1689
2024,MT,McCone County,Republican,931
2024,MT,McCone County,Democratic,129
2024,MT,Meagher County,Republican,888
2024,MT,Meagher County,Democratic,256
2024,MT,Mineral County,Republican,2049
2024,MT,Mineral County,Democratic,689
2024,MT,Missoula County,Republican,27306
2024,MT,Missoula County,Democratic,42903
2024,MT,Musselshell County,Republican,2550
2024,MT,Musselshell County,Democratic,396
2024,MT,Park County,Republican,6128
2024,MT,Park County,Democratic,5224
2024,MT,Petroleum County,Republican,284
2024,MT,Petroleum County,Democratic,37
2024,MT,Phillips County,Republican,1753
2024,MT,Phillips County,Democratic,385
2024,MT,Pondera County,Republican,1972
2024,MT,Pondera County,Democratic,782
2024,MT,Powder River County,Republican,963
2024,MT,Powder River County,Democratic,131
2024,MT,Powell County,Republican,2466
2024,MT,Powell County,Democratic,710
2024,MT,Prairie County,Republican,546
2024,MT,Prairie County,Democratic,122
2024,MT,Ravalli County,Republican,20617
2024,MT,Ravalli County,Democratic,8485
2024,MT,Richland County,Republican,4387
2024,MT,Richland County,Democratic,778
2024,MT,Roosevelt County,Republican,2055
2024,MT,Roosevelt County,Democratic,1680
2024,MT,Rosebud County,Republican,2466
2024,MT,Rosebud County,Democratic,1095
2024,MT,Sanders County,Republican,6150
2024,MT,Sanders County,Democratic,1705
2024,MT,Sheridan County,Republican,1321
2024,MT,Sheridan County,Democratic,509
2024,MT,Silver Bow County,Republican,8110
2024,MT,Silver Bow County,Democratic,9386
2024,MT,Stillwater County,Republican,4699
2024,MT,Stillwater County,Democratic,1056
2024,MT,Sweet Grass County,Republican,1789
2024,MT,Sweet Grass County,Democratic,525
2024,MT,Teton County,Republican,2533
2024,MT,Teton County,Democratic,927
2024,MT,Toole County,Republican,1571
2024,MT,Toole County,Democratic,415
2024,MT,Treasure County,Republican,367
2024,MT,Treasure County,Democratic,57
2024,MT,Valley County,Republican,3019
2024,MT,Valley County,Democratic,935
2024,MT,Wheatland County,Republican,843
2024,MT,Wheatland County,Democratic,209
2024,MT,Wibaux County,Republican,463
2024,MT,Wibaux County,Democratic,71
2024,MT,Yellowstone County,Republican,50460
2024,MT,Yellowstone County,Democratic,28392
2024,NC,Alamance County,Republican,47937
2024,NC,Alamance County,Democratic,40624
2024,NC,Alexander County,Republican,16404
2024,NC,Alexander County,Democratic,4060
2024,NC,Alleghany County,Republican,4900
2024,NC,Alleghany County,Democratic,1533
2024,NC,Anson County,Republican,5525
2024,NC,Anson County,Democratic,5253
2024,NC,Ashe County,Republican,11629
2024,NC,Ashe County,Democratic,4431
2024,NC,Avery County,Republican,7181
2024,NC,Avery County,Democratic,2220
2024,NC,Beaufort County,Republican,17296
2024,NC,Beaufort County,Democratic,9049
2024,NC,Bertie County,Republican,3840
2024,NC,Bertie County,Democratic,5279
2024,NC,Bladen County,Republican,10035
2024,NC,Bladen County,Democratic,6620
2024,NC,Brunswick County,Republican,67658
2024,NC,Brunswick County,Democratic,40557
2024,NC,Buncombe County,Republican,59016
2024,NC,Buncombe County,Democratic,98662
2024,NC,Burke County,Republican,32130
2024,NC,Burke County,Democratic,13272
2024,NC,Cabarrus County,Republican,63746
2024,NC,Cabarrus County,Democratic,54494
2024,NC,Caldwell County,Republican,33009
2024,NC,Caldwell County,Democratic,10146
2024,NC,Camden County,Republican,4716
2024,NC,Camden County,Democratic,1522
2024,NC,Carteret County,Republican,32508
2024,NC,Carteret County,Democratic,12813
2024,NC,Caswell County,Republican,7445
2024,NC,Caswell County,Democratic,4493
2024,NC,Catawba County,Republican,59577
2024,NC,Catawba County,Democratic,26569
2024,NC,Chatham County,Republican,22507
2024,NC,Chatham County,Democratic,29014
2024,NC,Cherokee County,Republican,13883
2024,NC,Cherokee County,Democratic,3686
2024,NC,Chowan County,Republican,4587
2024,NC,Chowan County,Democratic,2895
2024,NC,Clay County,Republican,5761
2024,NC,Clay County,Democratic,1899
2024,NC,Cleveland County,Republican,34654
2024,NC,Cleveland County,Democratic,16603
2024,NC,Columbus County,Republican,17592
2024,NC,Columbus County,Democratic,8648
2024,NC,Craven County,Republican,33477
2024,NC,Craven County,Democratic,22011
2024,NC,Cumberland County,Republican,59840
2024,NC,Cumberland County,Democratic,78631
2024,NC,Currituck County,Republican,13235
2024,NC,Currituck County,Democratic,4604
2024,NC,Dare County,Republican,14792
2024,NC,Dare County,Democratic,10074
2024,NC,Davidson County,Republican,67959
2024,NC,Davidson County,Democratic,24150
2024,NC,Davie County,Republican,19398
2024,NC,Davie County,Democratic,6988
2024,NC,Duplin County,Republican,14677
2024,NC,Duplin County,Democratic,8057
2024,NC,Durham County,Republican,32853
2024,NC,Durham County,Democratic,144450
2024,NC,Edgecombe County,Republican,9355
2024,NC,Edgecombe County,Democratic,14900
2024,NC,Forsyth County,Republican,87292
2024,NC,Forsyth County,Democratic,114145
2024,NC,Franklin County,Republican,23938
2024,NC,Franklin County,Democratic,18167
2024,NC,Gaston County,Republican,73828
2024,NC,Gaston County,Democratic,44062
2024,NC,Gates County,Republican,3538
2024,NC,Gates County,Democratic,2268
2024,NC,Graham County,Republican,3883
2024,NC,Graham County,Democratic,839
2024,NC,Granville County,Republican,17383
2024,NC,Granville County,Democratic,14365
2024,NC,Greene County,Republican,4965
2024,NC,Greene County,Democratic,3437
2024,NC,Guilford County,Republican,109077
2024,NC,Guilford County,Democratic,171118
2024,NC,Halifax County,Republican,9778
2024,NC,Halifax County,Democratic,14014
2024,NC,Harnett County,Republican,39440
2024,NC,Harnett County,Democratic,23472
2024,NC,Haywood County,Republican,23393
2024,NC,Haywood County,Democratic,13913
2024,NC,Henderson County,Republican,39497
2024,NC,Henderson County,Democratic,29361
2024,NC,Hertford County,Republican,3561
2024,NC,Hertford County,Democratic,6191
2024,NC,Hoke County,Republican,10547
2024,NC,Hoke County,Democratic,11896
2024,NC,Hyde County,Republican,1465
2024,NC,Hyde County,Democratic,931
2024,NC,Iredell County,Republican,72801
2024,NC,Iredell County,Democratic,36739
2024,NC,Jackson County,Republican,11796
2024,NC,Jackson County,Democratic,9746
2024,NC,Johnston County,Republican,74878
2024,NC,Johnston County,Democratic,48116
2024,NC,Jones County,Republican,3409
2024,NC,Jones County,Democratic,2007
2024,NC,Lee County,Republican,17489
2024,NC,Lee County,Democratic,12245
2024,NC,Lenoir County,Republican,14564
2024,NC,Lenoir County,Democratic,12700
2024,NC,Lincoln County,Republican,40183
2024,NC,Lincoln County,Democratic,14842
2024,NC,Macon County,Republican,14981
2024,NC,Macon County,Democratic,6675
2024,NC,Madison County,Republican,8275
2024,NC,Madison County,Democratic,5090
2024,NC,Martin County,Republican,6601
2024,NC,Martin County,Democratic,5360
2024,NC,McDowell County,Republican,17520
2024,NC,McDowell County,Democratic,5911
2024,NC,Mecklenburg County,Republican,187770
2024,NC,Mecklenburg County,Democratic,376454
2024,NC,Mitchell County,Republican,6843
2024,NC,Mitchell County,Democratic,1915
2024,NC,Montgomery County,Republican,9044
2024,NC,Montgomery County,Democratic,4055
2024,NC,Moore County,Republican,39617
2024,NC,Moore County,Democratic,21436
2024,NC,Nash County,Republican,26431
2024,NC,Nash County,Democratic,25508
2024,NC,New Hanover County,Republican,67949
2024,NC,New Hanover County,Democratic,68814
2024,NC,Northampton County,Republican,3905
2024,NC,Northampton County,Democratic,5239
2024,NC,Onslow County,Republican,54960
2024,NC,Onslow County,Democratic,25684
2024,NC,Orange County,Republican,20806
2024,NC,Orange County,Democratic,65444
2024,NC,Pamlico County,Republican,5229
2024,NC,Pamlico County,Democratic,2676
2024,NC,Pasquotank County,Republican,10537
2024,NC,Pasquotank County,Democratic,9549
2024,NC,Pender County,Republican,26042
2024,NC,Pender County,Democratic,12460
2024,NC,Perquimans County,Republican,5278
2024,NC,Perquimans County,Democratic,2269
2024,NC,Person County,Republican,13509
2024,NC,Person County,Democratic,8295
2024,NC,Pitt County,Republican,40403
2024,NC,Pitt County,Democratic,45595
2024,NC,Polk County,Republican,8107
2024,NC,Polk County,Democratic,4827
2024,NC,Randolph County,Republican,59357
2024,NC,Randolph County,Democratic,15951
2024,NC,Richmond County,Republican,11931
2024,NC,Richmond County,Democratic,7787
2024,NC,Robeson County,Republican,29647
2024,NC,Robeson County,Democratic,16728
2024,NC,Rockingham County,Republican,33447
2024,NC,Rockingham County,Democratic,15676
2024,NC,Rowan County,Republican,50807
2024,NC,Rowan County,Democratic,23788
2024,NC,Rutherford County,Republican,25456
2024,NC,Rutherford County,Democratic,8914
2024,NC,Sampson County,Republican,18178
2024,NC,Sampson County,Democratic,9797
2024,NC,Scotland County,Republican,7767
2024,NC,Scotland County,Democratic,6754
2024,NC,Stanly County,Republican,27518
2024,NC,Stanly County,Democratic,8881
2024,NC,Stokes County,Republican,21548
2024,NC,Stokes County,Democratic,5380
2024,NC,Surry County,Republican,28565
2024,NC,Surry County,Democratic,8613
2024,NC,Swain County,Republican,4311
2024,NC,Swain County,Democratic,2643
2024,NC,Transylvania County,Republican,11492
2024,NC,Transylvania County,Democratic,8972
2024,NC,Tyrrell County,Republican,1057
2024,NC,Tyrrell County,Democratic,680
2024,NC,Union County,Republican,86271
2024,NC,Union County,Democratic,51168
2024,NC,Vance County,Republican,8614
2024,NC,Vance County,Democratic,11292
2024,NC,Wake County,Republican,236735
2024,NC,Wake County,Democratic,402984
2024,NC,Warren County,Republican,3976
2024,NC,Warren County,Democratic,5872
2024,NC,Washington County,Republican,2768
2024,NC,Washington County,Democratic,3138
2024,NC,Watauga County,Republican,15254
2024,NC,Watauga County,Democratic,17225
2024,NC,Wayne County,Republican,31580
2024,NC,Wayne County,Democratic,22618
2024,NC,Wilkes County,Republican,28812
2024,NC,Wilkes County,Democratic,7194
2024,NC,Wilson County,Republican,19750
2024,NC,Wilson County,Democratic,19909
2024,NC,Yadkin County,Republican,16439
2024,NC,Yadkin County,Democratic,3739
2024,NC,Yancey County,Republican,7509
2024,NC,Yancey County,Democratic,3635
2024,ND,Adams County,Republican,962
2024,ND,Adams County,Democratic,215
2024,ND,Barnes County,Republican,3531
2024,ND,Barnes County,Democratic,1661
2024,ND,Benson County,Republican,1163
2024,ND,Benson County,Democratic,795
2024,ND,Billings County,Republican,543
2024,ND,Billings County,Democratic,93
2024,ND,Bottineau County,Republican,2628
2024,ND,Bottineau County,Democratic,735
2024,ND,Bowman County,Republican,1384
2024,ND,Bowman County,Democratic,207
2024,ND,Burke County,Republican,909
2024,ND,Burke County,Democratic,130
2024,ND,Burleigh County,Republican,36595
2024,ND,Burleigh County,Democratic,14215
2024,ND,Cass County,Republican,47873
2024,ND,Cass County,Democratic,40304
2024,ND,Cavalier County,Republican,1461
2024,ND,Cavalier County,Democratic,491
2024,ND,Dickey County,Republican,1829
2024,ND,Dickey County,Democratic,557
2024,ND,Divide County,Republican,914
2024,ND,Divide County,Democratic,253
2024,ND,Dunn County,Republican,1877
2024,ND,Dunn County,Democratic,332
2024,ND,Eddy County,Republican,862
2024,ND,Eddy County,Democratic,316
2024,ND,Emmons County,Republican,1697
2024,ND,Emmons County,Democratic,205
2024,ND,Foster County,Republican,1326
2024,ND,Foster County,Democratic,335
2024,ND,Golden Valley County,Republican,847
2024,ND,Golden Valley County,Democratic,122
2024,ND,Grand Forks County,Republican,18123
2024,ND,Grand Forks County,Democratic,12469
2024,ND,Grant County,Republican,1076
2024,ND,Grant County,Democratic,205
2024,ND,Griggs County,Republican,963
2024,ND,Griggs County,Democratic,301
2024,ND,Hettinger County,Republican,1089
2024,ND,Hettinger County,Democratic,192
2024,ND,Kidder County,Republican,1137
2024,ND,Kidder County,Democratic,238
2024,ND,LaMoure County,Republican,1614
2024,ND,LaMoure County,Democratic,453
2024,ND,Logan County,Republican,898
2024,ND,Logan County,Democratic,117
2024,ND,McHenry County,Republican,2223
2024,ND,McHenry County,Democratic,479
2024,ND,McIntosh County,Republican,1132
2024,ND,McIntosh County,Democratic,229
2024,ND,McKenzie County,Republican,4627
2024,ND,McKenzie County,Democratic,809
2024,ND,McLean County,Republican,4231
2024,ND,McLean County,Democratic,1093
2024,ND,Mercer County,Republican,3798
2024,ND,Mercer County,Democratic,672
2024,ND,Morton County,Republican,12839
2024,ND,Morton County,Democratic,3748
2024,ND,Mountrail County,Republican,2877
2024,ND,Mountrail County,Democratic,1125
2024,ND,Nelson County,Republican,1141
2024,ND,Nelson County,Democratic,580
2024,ND,Oliver County,Republican,909
2024,ND,Oliver County,Democratic,156
2024,ND,Pembina County,Republican,2350
2024,ND,Pembina County,Democratic,704
2024,ND,Pierce County,Republican,1493
2024,ND,Pierce County,Democratic,439
2024,ND,Ramsey County,Republican,3609
2024,ND,Ramsey County,Democratic,1513
2024,ND,Ransom County,Republican,1661
2024,ND,Ransom County,Democratic,920
2024,ND,Renville County,Republican,993
2024,ND,Renville County,Democratic,179
2024,ND,Richland County,Republican,5576
2024,ND,Richland County,Democratic,2473
2024,ND,Rolette County,Republican,1427
2024,ND,Rolette County,Democratic,2567
2024,ND,Sargent County,Republican,1325
2024,ND,Sargent County,Democratic,663
2024,ND,Sheridan County,Republican,644
2024,ND,Sheridan County,Democratic,101
2024,ND,Sioux County,Republican,285
2024,ND,Sioux County,Democratic,654
2024,ND,Slope County,Republican,351
2024,ND,Slope County,Democratic,33
2024,ND,Stark County,Republican,12323
2024,ND,Stark County,Democratic,2473
2024,ND,Steele County,Republican,622
2024,ND,Steele County,Democratic,367
2024,ND,Stutsman County,Republican,7185
2024,ND,Stutsman County,Democratic,2692
2024,ND,Towner County,Republican,796
2024,ND,Towner County,Democratic,289
2024,ND,Traill County,Republican,2650
2024,ND,Traill County,Democratic,1359
2024,ND,Walsh County,Republican,3186
2024,ND,Walsh County,Democratic,1173
2024,ND,Ward County,Republican,20635
2024,ND,Ward County,Democratic,7215
2024,ND,Wells County,Republican,1815
