YEAR,STATE,COUNTY,PARTY,VOTES
2024,ND,Wells County,Democratic,405
2024,ND,Williams County,Republican,12501
2024,ND,Williams County,Democratic,2276
2024,NE,Adams County,Republican,10077
2024,NE,Adams County,Democratic,4100
2024,NE,Antelope County,Republican,3032
2024,NE,Antelope County,Democratic,396
2024,NE,Arthur County,Republican,264
2024,NE,Arthur County,Democratic,17
2024,NE,Banner County,Republican,348
2024,NE,Banner County,Democratic,34
2024,NE,Blaine County,Republican,250
2024,NE,Blaine County,Democratic,37
2024,NE,Boone County,Republican,2499
2024,NE,Boone County,Democratic,496
2024,NE,Box Butte County,Republican,3827
2024,NE,Box Butte County,Democratic,1043
2024,NE,Boyd County,Republican,938
2024,NE,Boyd County,Democratic,132
2024,NE,Brown County,Republican,1428
2024,NE,Brown County,Democratic,201
2024,NE,Buffalo County,Republican,17064
2024,NE,Buffalo County,Democratic,6386
2024,NE,Burt County,Republican,2632
2024,NE,Burt County,Democratic,983
2024,NE,Butler County,Republican,3642
2024,NE,Butler County,Democratic,906
2024,NE,Cass County,Republican,10685
2024,NE,Cass County,Democratic,4824
2024,NE,Cedar County,Republican,4141
2024,NE,Cedar County,Democratic,702
2024,NE,Chase County,Republican,1648
2024,NE,Chase County,Democratic,204
2024,NE,Cherry County,Republican,2687
2024,NE,Cherry County,Democratic,349
2024,NE,Cheyenne County,Republican,3692
2024,NE,Cheyenne County,Democratic,787
2024,NE,Clay County,Republican,2677
2024,NE,Clay County,Democratic,577
2024,NE,Colfax County,Republican,2636
2024,NE,Colfax County,Democratic,845
2024,NE,Cuming County,Republican,3536
2024,NE,Cuming County,Democratic,867
2024,NE,Custer County,Republican,5042
2024,NE,Custer County,Democratic,786
2024,NE,Dakota County,Republican,3934
2024,NE,Dakota County,Democratic,2109
2024,NE,Dawes County,Republican,2812
2024,NE,Dawes County,Democratic,992
2024,NE,Dawson County,Republican,6312
2024,NE,Dawson County,Democratic,2101
2024,NE,Deuel County,Republican,843
2024,NE,Deuel County,Democratic,151
2024,NE,Dixon County,Republican,2271
2024,NE,Dixon County,Democratic,573
2024,NE,Dodge County,Republican,10795
2024,NE,Dodge County,Democratic,5434
2024,NE,Douglas County,Republican,120919
2024,NE,Douglas County,Democratic,148733
2024,NE,Dundy County,Republican,829
2024,NE,Dundy County,Democratic,96
2024,NE,Fillmore County,Republican,2315
2024,NE,Fillmore County,Democratic,662
2024,NE,Franklin County,Republican,1351
2024,NE,Franklin County,Democratic,236
2024,NE,Frontier County,Republican,1213
2024,NE,Frontier County,Democratic,185
2024,NE,Furnas County,Republican,2043
2024,NE,Furnas County,Democratic,358
2024,NE,Gage County,Republican,7523
2024,NE,Gage County,Democratic,3242
2024,NE,Garden County,Republican,949
2024,NE,Garden County,Democratic,162
2024,NE,Garfield County,Republican,893
2024,NE,Garfield County,Democratic,116
2024,NE,Gosper County,Republican,907
2024,NE,Gosper County,Democratic,203
2024,NE,Grant County,Republican,351
2024,NE,Grant County,Democratic,15
2024,NE,Greeley County,Republican,1030
2024,NE,Greeley County,Democratic,192
2024,NE,Hall County,Republican,15566
2024,NE,Hall County,Democratic,6956
2024,NE,Hamilton County,Republican,4416
2024,NE,Hamilton County,Democratic,1067
2024,NE,Harlan County,Republican,1506
2024,NE,Harlan County,Democratic,280
2024,NE,Hayes County,Republican,472
2024,NE,Hayes County,Democratic,19
2024,NE,Hitchcock County,Republican,1269
2024,NE,Hitchcock County,Democratic,152
2024,NE,Holt County,Republican,4708
2024,NE,Holt County,Democratic,681
2024,NE,Hooker County,Republican,369
2024,NE,Hooker County,Democratic,55
2024,NE,Howard County,Republican,2868
2024,NE,Howard County,Democratic,642
2024,NE,Jefferson County,Republican,2614
2024,NE,Jefferson County,Democratic,968
2024,NE,Johnson County,Republican,1496
2024,NE,Johnson County,Democratic,625
2024,NE,Kearney County,Republican,2828
2024,NE,Kearney County,Democratic,736
2024,NE,Keith County,Republican,3416
2024,NE,Keith County,Democratic,731
2024,NE,Keya Paha County,Republican,500
2024,NE,Keya Paha County,Democratic,44
2024,NE,Kimball County,Republican,1424
2024,NE,Kimball County,Democratic,272
2024,NE,Knox County,Republican,3593
2024,NE,Knox County,Democratic,786
2024,NE,Lancaster County,Republican,74215
2024,NE,Lancaster County,Democratic,81012
2024,NE,Lincoln County,Republican,12674
2024,NE,Lincoln County,Democratic,3586
2024,NE,Logan County,Republican,409
2024,NE,Logan County,Democratic,25
2024,NE,Loup County,Republican,354
2024,NE,Loup County,Democratic,73
2024,NE,Madison County,Republican,12145
2024,NE,Madison County,Democratic,3360
2024,NE,McPherson County,Republican,267
2024,NE,McPherson County,Democratic,12
2024,NE,Merrick County,Republican,3551
2024,NE,Merrick County,Democratic,730
2024,NE,Morrill County,Republican,2026
2024,NE,Morrill County,Democratic,366
2024,NE,Nance County,Republican,1462
2024,NE,Nance County,Democratic,352
2024,NE,Nemaha County,Republican,2443
2024,NE,Nemaha County,Democratic,915
2024,NE,Nuckolls County,Republican,1836
2024,NE,Nuckolls County,Democratic,399
2024,NE,Otoe County,Republican,5651
2024,NE,Otoe County,Democratic,2463
2024,NE,Pawnee County,Republican,1085
2024,NE,Pawnee County,Democratic,284
2024,NE,Perkins County,Republican,1224
2024,NE,Perkins County,Democratic,187
2024,NE,Phelps County,Republican,4158
2024,NE,Phelps County,Democratic,758
2024,NE,Pierce County,Republican,3420
2024,NE,Pierce County,Democratic,446
2024,NE,Platte County,Republican,12326
2024,NE,Platte County,Democratic,3191
2024,NE,Polk County,Republican,2296
2024,NE,Polk County,Democratic,501
2024,NE,Red Willow County,Republican,4457
2024,NE,Red Willow County,Democratic,815
2024,NE,Richardson County,Republican,2962
2024,NE,Richardson County,Democratic,934
2024,NE,Rock County,Republican,745
2024,NE,Rock County,Democratic,85
2024,NE,Saline County,Republican,3734
2024,NE,Saline County,Democratic,1855
2024,NE,Sarpy County,Republican,55567
2024,NE,Sarpy County,Democratic,43825
2024,NE,Saunders County,Republican,9854
2024,NE,Saunders County,Democratic,3558
2024,NE,Scotts Bluff County,Republican,11033
2024,NE,Scotts Bluff County,Democratic,3856
2024,NE,Seward County,Republican,6667
2024,NE,Seward County,Democratic,2388
2024,NE,Sheridan County,Republican,2102
2024,NE,Sheridan County,Democratic,362
2024,NE,Sherman County,Republican,1344
2024,NE,Sherman County,Democratic,328
2024,NE,Sioux County,Republican,597
2024,NE,Sioux County,Democratic,77
2024,NE,Stanton County,Republican,2536
2024,NE,Stanton County,Democratic,492
2024,NE,Thayer County,Republican,2278
2024,NE,Thayer County,Democratic,544
2024,NE,Thomas County,Republican,348
2024,NE,Thomas County,Democratic,44
2024,NE,Thurston County,Republican,1125
2024,NE,Thurston County,Democratic,978
2024,NE,Valley County,Republican,1872
2024,NE,Valley County,Democratic,403
2024,NE,Washington County,Republican,8855
2024,NE,Washington County,Democratic,3538
2024,NE,Wayne County,Republican,3011
2024,NE,Wayne County,Democratic,1006
2024,NE,Webster County,Republican,1449
2024,NE,Webster County,Democratic,296
2024,NE,Wheeler County,Republican,424
2024,NE,Wheeler County,Democratic,57
2024,NE,York County,Republican,5234
2024,NE,York County,Democratic,1648
2024,NH,Belknap County,Republican,22765
2024,NH,Belknap County,Democratic,17469
2024,NH,Carroll County,Republican,17426
2024,NH,Carroll County,Democratic,16822
2024,NH,Cheshire County,Republican,20083
2024,NH,Cheshire County,Democratic,24579
2024,NH,Coos County,Republican,9734
2024,NH,Coos County,Democratic,7367
2024,NH,Grafton County,Republican,21909
2024,NH,Grafton County,Democratic,32993
2024,NH,Hillsborough County,Republican,112057
2024,NH,Hillsborough County,Democratic,118776
2024,NH,Merrimack County,Republican,43364
2024,NH,Merrimack County,Democratic,48181
2024,NH,Rockingham County,Republican,102539
2024,NH,Rockingham County,Democratic,97611
2024,NH,Strafford County,Republican,33162
2024,NH,Strafford County,Democratic,42373
2024,NH,Sullivan County,Republican,12484
2024,NH,Sullivan County,Democratic,12317
2024,NJ,Atlantic County,Republican,65817
2024,NJ,Atlantic County,Democratic,61879
2024,NJ,Bergen County,Republican,217096
2024,NJ,Bergen County,Democratic,232660
2024,NJ,Burlington County,Republican,94116
2024,NJ,Burlington County,Democratic,132275
2024,NJ,Camden County,Republican,87767
2024,NJ,Camden County,Democratic,155522
2024,NJ,Cape May County,Republican,32151
2024,NJ,Cape May County,Democratic,21648
2024,NJ,Cumberland County,Republican,28675
2024,NJ,Cumberland County,Democratic,26577
2024,NJ,Essex County,Republican,83908
2024,NJ,Essex County,Democratic,224596
2024,NJ,Gloucester County,Republican,83326
2024,NJ,Gloucester County,Democratic,78708
2024,NJ,Hudson County,Republican,79913
2024,NJ,Hudson County,Democratic,144765
2024,NJ,Hunterdon County,Republican,42391
2024,NJ,Hunterdon County,Democratic,36995
2024,NJ,Mercer County,Republican,52274
2024,NJ,Mercer County,Democratic,107558
2024,NJ,Middlesex County,Republican,162459
2024,NJ,Middlesex County,Democratic,191802
2024,NJ,Monmouth County,Republican,197409
2024,NJ,Monmouth County,Democratic,156382
2024,NJ,Morris County,Republican,143439
2024,NJ,Morris County,Democratic,135672
2024,NJ,Ocean County,Republican,227232
2024,NJ,Ocean County,Democratic,105789
2024,NJ,Passaic County,Republican,100954
2024,NJ,Passaic County,Democratic,95156
2024,NJ,Salem County,Republican,18229
2024,NJ,Salem County,Democratic,12275
2024,NJ,Somerset County,Republican,74101
2024,NJ,Somerset County,Democratic,98790
2024,NJ,Sussex County,Republican,52123
2024,NJ,Sussex County,Democratic,31019
2024,NJ,Union County,Republican,89063
2024,NJ,Union County,Democratic,147327
2024,NJ,Warren County,Republican,35772
2024,NJ,Warren County,Democratic,23318
2024,NM,Bernalillo County,Republican,118762
2024,NM,Bernalillo County,Democratic,184117
2024,NM,Catron County,Republican,1752
2024,NM,Catron County,Democratic,571
2024,NM,Chaves County,Republican,15894
2024,NM,Chaves County,Democratic,5941
2024,NM,Cibola County,Republican,4311
2024,NM,Cibola County,Democratic,4450
2024,NM,Colfax County,Republican,3252
2024,NM,Colfax County,Democratic,2436
2024,NM,Curry County,Republican,10714
2024,NM,Curry County,Democratic,4230
2024,NM,De Baca County,Republican,649
2024,NM,De Baca County,Democratic,206
2024,NM,Dona Ana County,Republican,37594
2024,NM,Dona Ana County,Democratic,45937
2024,NM,Eddy County,Republican,18141
2024,NM,Eddy County,Democratic,5032
2024,NM,Grant County,Republican,6580
2024,NM,Grant County,Democratic,7301
2024,NM,Guadalupe County,Republican,945
2024,NM,Guadalupe County,Democratic,959
2024,NM,Harding County,Republican,297
2024,NM,Harding County,Democratic,128
2024,NM,Hidalgo County,Republican,1140
2024,NM,Hidalgo County,Democratic,705
2024,NM,Lea County,Republican,16997
2024,NM,Lea County,Democratic,3930
2024,NM,Lincoln County,Republican,6942
2024,NM,Lincoln County,Democratic,3033
2024,NM,Los Alamos County,Republican,4047
2024,NM,Los Alamos County,Democratic,7726
2024,NM,Luna County,Republican,4698
2024,NM,Luna County,Democratic,3176
2024,NM,McKinley County,Republican,9364
2024,NM,McKinley County,Democratic,15711
2024,NM,Mora County,Republican,1010
2024,NM,Mora County,Democratic,1439
2024,NM,Otero County,Republican,15117
2024,NM,Otero County,Democratic,8582
2024,NM,Quay County,Republican,2570
2024,NM,Quay County,Democratic,1055
2024,NM,Rio Arriba County,Republican,6268
2024,NM,Rio Arriba County,Democratic,9373
2024,NM,Roosevelt County,Republican,4687
2024,NM,Roosevelt County,Democratic,1820
2024,NM,San Juan County,Republican,34264
2024,NM,San Juan County,Democratic,17464
2024,NM,San Miguel County,Republican,3887
2024,NM,San Miguel County,Democratic,6985
2024,NM,Sandoval County,Republican,36605
2024,NM,Sandoval County,Democratic,41205
2024,NM,Santa Fe County,Republican,20457
2024,NM,Santa Fe County,Democratic,61405
2024,NM,Sierra County,Republican,3473
2024,NM,Sierra County,Democratic,2332
2024,NM,Socorro County,Republican,3651
2024,NM,Socorro County,Democratic,3384
2024,NM,Taos County,Republican,4139
2024,NM,Taos County,Democratic,12038
2024,NM,Torrance County,Republican,4880
2024,NM,Torrance County,Democratic,2144
2024,NM,Union County,Republican,1247
2024,NM,Union County,Democratic,378
2024,NM,Valencia County,Republican,19057
2024,NM,Valencia County,Democratic,13609
2024,NV,Carson City,Republican,16873
2024,NV,Carson City,Democratic,13375
2024,NV,Churchill County,Republican,9962
2024,NV,Churchill County,Democratic,3179
2024,NV,Clark County,Republican,493052
2024,NV,Clark County,Democratic,520187
2024,NV,Douglas County,Republican,23237
2024,NV,Douglas County,Democratic,11553
2024,NV,Elko County,Republican,17352
2024,NV,Elko County,Democratic,4632
2024,NV,Esmeralda County,Republican,376
2024,NV,Esmeralda County,Democratic,73
2024,NV,Eureka County,Republican,910
2024,NV,Eureka County,Democratic,104
2024,NV,Humboldt County,Republican,6141
2024,NV,Humboldt County,Democratic,1711
2024,NV,Lander County,Republican,2180
2024,NV,Lander County,Democratic,482
2024,NV,Lincoln County,Republican,2108
2024,NV,Lincoln County,Democratic,314
2024,NV,Lyon County,Republican,23861
2024,NV,Lyon County,Democratic,8954
2024,NV,Mineral County,Republican,1528
2024,NV,Mineral County,Democratic,711
2024,NV,Nye County,Republican,18946
2024,NV,Nye County,Democratic,7559
2024,NV,Pershing County,Republican,1764
2024,NV,Pershing County,Democratic,496
2024,NV,Storey County,Republican,2108
2024,NV,Storey County,Democratic,913
2024,NV,Washoe County,Republican,127443
2024,NV,Washoe County,Democratic,130071
2024,NV,White Pine County,Republican,3364
2024,NV,White Pine County,Democratic,883
2024,NY,Albany County,Republican,54560
2024,NY,Albany County,Democratic,92589
2024,NY,Allegany County,Republican,13826
2024,NY,Allegany County,Democratic,5483
2024,NY,Bronx County,Republican,98174
2024,NY,Bronx County,Democratic,261670
2024,NY,Broome County,Republican,44763
2024,NY,Broome County,Democratic,45142
2024,NY,Cattaraugus County,Republican,22586
2024,NY,Cattaraugus County,Democratic,11424
2024,NY,Cayuga County,Republican,20482
2024,NY,Cayuga County,Democratic,15772
2024,NY,Chautauqua County,Republican,34528
2024,NY,Chautauqua County,Democratic,22085
2024,NY,Chemung County,Republican,21861
2024,NY,Chemung County,Democratic,15572
2024,NY,Chenango County,Republican,14294
2024,NY,Chenango County,Democratic,8177
2024,NY,Clinton County,Republican,18247
2024,NY,Clinton County,Democratic,17478
2024,NY,Columbia County,Republican,15168
2024,NY,Columbia County,Democratic,20396
2024,NY,Cortland County,Republican,11706
2024,NY,Cortland County,Democratic,10290
2024,NY,Delaware County,Republican,13789
2024,NY,Delaware County,Democratic,9237
2024,NY,Dutchess County,Republican,71778
2024,NY,Dutchess County,Democratic,79994
2024,NY,Erie County,Republican,204774
2024,NY,Erie County,Democratic,248651
2024,NY,Essex County,Republican,9533
2024,NY,Essex County,Democratic,9629
2024,NY,Franklin County,Republican,10569
2024,NY,Franklin County,Democratic,8821
2024,NY,Fulton County,Republican,16237
2024,NY,Fulton County,Democratic,7666
2024,NY,Genesee County,Republican,18997
2024,NY,Genesee County,Democratic,9367
2024,NY,Greene County,Republican,14702
2024,NY,Greene County,Democratic,10436
2024,NY,Hamilton County,Republican,2223
2024,NY,Hamilton County,Democratic,1211
2024,NY,Herkimer County,Republican,19557
2024,NY,Herkimer County,Democratic,9110
2024,NY,Jefferson County,Republican,26417
2024,NY,Jefferson County,Democratic,16326
2024,NY,Kings County,Republican,233964
2024,NY,Kings County,Democratic,601265
2024,NY,Lewis County,Republican,9353
2024,NY,Lewis County,Democratic,3600
2024,NY,Livingston County,Republican,18780
2024,NY,Livingston County,Democratic,12148
2024,NY,Madison County,Republican,19025
2024,NY,Madison County,Democratic,14629
2024,NY,Monroe County,Republican,145940
